warehouse_id,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-W104652,North,0.52,4
WH-W104653,South,0.72,4
WH-W104654,East,1.39,1
WH-W104655,West,0.67,3
WH-C104656,North,1.55,2
WH-C104657,South,2.48,1
WH-C104658,East,0.98,3
WH-C104659,West,1.14,2
WH-N104660,North,1.08,2
WH-N104661,South,2.7,2
WH-N104662,East,1.09,3
WH-N104663,West,0.63,1
WH-S104664,North,1.43,3
WH-S104665,South,1.43,3
WH-S104666,East,2.42,2
WH-S104667,West,1.15,4
WH-E104668,North,2.33,2
WH-E104669,South,2.48,1
WH-E104670,East,2.63,1
WH-E104671,West,1.58,2
WH-W104672,North,0.52,4
WH-W104673,South,0.72,4
WH-W104674,East,1.39,1
WH-W104675,West,0.67,3
WH-C104676,North,1.55,2
WH-C104677,South,2.48,1
WH-C104678,East,0.98,3
WH-C104679,West,1.14,2
WH-N104680,North,1.08,2
WH-N104681,South,2.7,2
WH-N104682,East,1.09,3
WH-N104683,West,0.63,1
WH-S104684,North,1.43,3
WH-S104685,South,1.43,3
WH-S104686,East,2.42,2
WH-S104687,West,1.15,4
WH-E104688,North,2.33,2
WH-E104689,South,2.48,1
WH-E104690,East,2.63,1
WH-E104691,West,1.58,2
WH-W104692,North,0.52,4
WH-W104693,South,0.72,4
WH-W104694,East,1.39,1
WH-W104695,West,0.67,3
WH-C104696,North,1.55,2
WH-C104697,South,2.48,1
WH-C104698,East,0.98,3
WH-C104699,West,1.14,2
WH-N104700,North,1.08,2
WH-N104701,South,2.7,2
WH-N104702,East,1.09,3
WH-N104703,West,0.63,1
WH-S104704,North,1.43,3
WH-S104705,South,1.43,3
WH-S104706,East,2.42,2
WH-S104707,West,1.15,4
WH-E104708,North,2.33,2
WH-E104709,South,2.48,1
WH-E104710,East,2.63,1
WH-E104711,West,1.58,2
WH-W104712,North,0.52,4
WH-W104713,South,0.72,4
WH-W104714,East,1.39,1
WH-W104715,West,0.67,3
WH-C104716,North,1.55,2
WH-C104717,South,2.48,1
WH-C104718,East,0.98,3
WH-C104719,West,1.14,2
WH-N104720,North,1.08,2
WH-N104721,South,2.7,2
WH-N104722,East,1.09,3
WH-N104723,West,0.63,1
WH-S104724,North,1.43,3
WH-S104725,South,1.43,3
WH-S104726,East,2.42,2
WH-S104727,West,1.15,4
WH-E104728,North,2.33,2
WH-E104729,South,2.48,1
WH-E104730,East,2.63,1
WH-E104731,West,1.58,2
WH-W104732,North,0.52,4
WH-W104733,South,0.72,4
WH-W104734,East,1.39,1
WH-W104735,West,0.67,3
WH-C104736,North,1.55,2
WH-C104737,South,2.48,1
WH-C104738,East,0.98,3
WH-C104739,West,1.14,2
WH-N104740,North,1.08,2
WH-N104741,South,2.7,2
WH-N104742,East,1.09,3
WH-N104743,West,0.63,1
WH-S104744,North,1.43,3
WH-S104745,South,1.43,3
WH-S104746,East,2.42,2
WH-S104747,West,1.15,4
WH-E104748,North,2.33,2
WH-E104749,South,2.48,1
WH-E104750,East,2.63,1
WH-E104751,West,1.58,2
WH-W104752,North,0.52,4
WH-W104753,South,0.72,4
WH-W104754,East,1.39,1
WH-W104755,West,0.67,3
WH-C104756,North,1.55,2
WH-C104757,South,2.48,1
WH-C104758,East,0.98,3
WH-C104759,West,1.14,2
WH-N104760,North,1.08,2
WH-N104761,South,2.7,2
WH-N104762,East,1.09,3
WH-N104763,West,0.63,1
WH-S104764,North,1.43,3
WH-S104765,South,1.43,3
WH-S104766,East,2.42,2
WH-S104767,West,1.15,4
WH-E104768,North,2.33,2
WH-E104769,South,2.48,1
WH-E104770,East,2.63,1
WH-E104771,West,1.58,2
WH-W104772,North,0.52,4
WH-W104773,South,0.72,4
WH-W104774,East,1.39,1
WH-W104775,West,0.67,3
WH-C104776,North,1.55,2
WH-C104777,South,2.48,1
WH-C104778,East,0.98,3
WH-C104779,West,1.14,2
WH-N104780,North,1.08,2
WH-N104781,South,2.7,2
WH-N104782,East,1.09,3
WH-N104783,West,0.63,1
WH-S104784,North,1.43,3
WH-S104785,South,1.43,3
WH-S104786,East,2.42,2
WH-S104787,West,1.15,4
WH-E104788,North,2.33,2
WH-E104789,South,2.48,1
WH-E104790,East,2.63,1
WH-E104791,West,1.58,2
WH-W104792,North,0.52,4
WH-W104793,South,0.72,4
WH-W104794,East,1.39,1
WH-W104795,West,0.67,3
WH-C104796,North,1.55,2
WH-C104797,South,2.48,1
WH-C104798,East,0.98,3
WH-C104799,West,1.14,2
WH-N104800,North,1.08,2
WH-N104801,South,2.7,2
WH-N104802,East,1.09,3
WH-N104803,West,0.63,1
WH-S104804,North,1.43,3
WH-S104805,South,1.43,3
WH-S104806,East,2.42,2
WH-S104807,West,1.15,4
WH-E104808,North,2.33,2
WH-E104809,South,2.48,1
WH-E104810,East,2.63,1
WH-E104811,West,1.58,2
WH-W104812,North,0.52,4
WH-W104813,South,0.72,4
WH-W104814,East,1.39,1
WH-W104815,West,0.67,3
WH-C104816,North,1.55,2
WH-C104817,South,2.48,1
WH-C104818,East,0.98,3
WH-C104819,West,1.14,2
WH-N104820,North,1.08,2
WH-N104821,South,2.7,2
WH-N104822,East,1.09,3
WH-N104823,West,0.63,1
WH-S104824,North,1.43,3
WH-S104825,South,1.43,3
WH-S104826,East,2.42,2
WH-S104827,West,1.15,4
WH-E104828,North,2.33,2
WH-E104829,South,2.48,1
WH-E104830,East,2.63,1
WH-E104831,West,1.58,2
WH-W104832,North,0.52,4
WH-W104833,South,0.72,4
WH-W104834,East,1.39,1
WH-W104835,West,0.67,3
WH-C104836,North,1.55,2
WH-C104837,South,2.48,1
WH-C104838,East,0.98,3
WH-C104839,West,1.14,2
WH-N104840,North,1.08,2
WH-N104841,South,2.7,2
WH-N104842,East,1.09,3
WH-N104843,West,0.63,1
WH-S104844,North,1.43,3
WH-S104845,South,1.43,3
WH-S104846,East,2.42,2
WH-S104847,West,1.15,4
WH-E104848,North,2.33,2
WH-E104849,South,2.48,1
WH-E104850,East,2.63,1
WH-E104851,West,1.58,2
WH-W104852,North,0.52,4
WH-W104853,South,0.72,4
WH-W104854,East,1.39,1
WH-W104855,West,0.67,3
WH-C104856,North,1.55,2
WH-C104857,South,2.48,1
WH-C104858,East,0.98,3
WH-C104859,West,1.14,2
WH-N104860,North,1.08,2
WH-N104861,South,2.7,2
WH-N104862,East,1.09,3
WH-N104863,West,0.63,1
WH-S104864,North,1.43,3
WH-S104865,South,1.43,3
WH-S104866,East,2.42,2
WH-S104867,West,1.15,4
WH-E104868,North,2.33,2
WH-E104869,South,2.48,1
WH-E104870,East,2.63,1
WH-E104871,West,1.58,2
WH-W104872,North,0.52,4
WH-W104873,South,0.72,4
WH-W104874,East,1.39,1
WH-W104875,West,0.67,3
WH-C104876,North,1.55,2
WH-C104877,South,2.48,1
WH-C104878,East,0.98,3
WH-C104879,West,1.14,2
WH-N104880,North,1.08,2
WH-N104881,South,2.7,2
WH-N104882,East,1.09,3
WH-N104883,West,0.63,1
WH-S104884,North,1.43,3
WH-S104885,South,1.43,3
WH-S104886,East,2.42,2
WH-S104887,West,1.15,4
WH-E104888,North,2.33,2
WH-E104889,South,2.48,1
WH-E104890,East,2.63,1
WH-E104891,West,1.58,2
WH-W104892,North,0.52,4
WH-W104893,South,0.72,4
WH-W104894,East,1.39,1
WH-W104895,West,0.67,3
WH-C104896,North,1.55,2
WH-C104897,South,2.48,1
WH-C104898,East,0.98,3
WH-C104899,West,1.14,2
WH-N104900,North,1.08,2
WH-N104901,South,2.7,2
WH-N104902,East,1.09,3
WH-N104903,West,0.63,1
WH-S104904,North,1.43,3
WH-S104905,South,1.43,3
WH-S104906,East,2.42,2
WH-S104907,West,1.15,4
WH-E104908,North,2.33,2
WH-E104909,South,2.48,1
WH-E104910,East,2.63,1
WH-E104911,West,1.58,2
WH-W104912,North,0.52,4
WH-W104913,South,0.72,4
WH-W104914,East,1.39,1
WH-W104915,West,0.67,3
WH-C104916,North,1.55,2
WH-C104917,South,2.48,1
WH-C104918,East,0.98,3
WH-C104919,West,1.14,2
WH-N104920,North,1.08,2
WH-N104921,South,2.7,2
WH-N104922,East,1.09,3
WH-N104923,West,0.63,1
WH-S104924,North,1.43,3
WH-S104925,South,1.43,3
WH-S104926,East,2.42,2
WH-S104927,West,1.15,4
WH-E104928,North,2.33,2
WH-E104929,South,2.48,1
WH-E104930,East,2.63,1
WH-E104931,West,1.58,2
WH-W104932,North,0.52,4
WH-W104933,South,0.72,4
WH-W104934,East,1.39,1
WH-W104935,West,0.67,3
WH-C104936,North,1.55,2
WH-C104937,South,2.48,1
WH-C104938,East,0.98,3
WH-C104939,West,1.14,2
WH-N104940,North,1.08,2
WH-N104941,South,2.7,2
WH-N104942,East,1.09,3
WH-N104943,West,0.63,1
WH-S104944,North,1.43,3
WH-S104945,South,1.43,3
WH-S104946,East,2.42,2
WH-S104947,West,1.15,4
WH-E104948,North,2.33,2
WH-E104949,South,2.48,1
WH-E104950,East,2.63,1
WH-E104951,West,1.58,2
WH-W104952,North,0.52,4
WH-W104953,South,0.72,4
WH-W104954,East,1.39,1
WH-W104955,West,0.67,3
WH-C104956,North,1.55,2
WH-C104957,South,2.48,1
WH-C104958,East,0.98,3
WH-C104959,West,1.14,2
WH-N104960,North,1.08,2
WH-N104961,South,2.7,2
WH-N104962,East,1.09,3
WH-N104963,West,0.63,1
WH-S104964,North,1.43,3
WH-S104965,South,1.43,3
WH-S104966,East,2.42,2
WH-S104967,West,1.15,4
WH-E104968,North,2.33,2
WH-E104969,South,2.48,1
WH-E104970,East,2.63,1
WH-E104971,West,1.58,2
WH-W104972,North,0.52,4
WH-W104973,South,0.72,4
WH-W104974,East,1.39,1
WH-W104975,West,0.67,3
WH-C104976,North,1.55,2
WH-C104977,South,2.48,1
WH-C104978,East,0.98,3
WH-C104979,West,1.14,2
WH-N104980,North,1.08,2
WH-N104981,South,2.7,2
WH-N104982,East,1.09,3
WH-N104983,West,0.63,1
WH-S104984,North,1.43,3
WH-S104985,South,1.43,3
WH-S104986,East,2.42,2
WH-S104987,West,1.15,4
WH-E104988,North,2.33,2
WH-E104989,South,2.48,1
WH-E104990,East,2.63,1
WH-E104991,West,1.58,2
WH-W104992,North,0.52,4
WH-W104993,South,0.72,4
WH-W104994,East,1.39,1
WH-W104995,West,0.67,3
WH-C104996,North,1.55,2
WH-C104997,South,2.48,1
WH-C104998,East,0.98,3
WH-C104999,West,1.14,2
